scenario,year,B,C,I,T,seg,clusters,sense,slack,horizon,h2prod,imports,system_cost,obj_bound_dual,h2price,h2value,co2seq,dac,captured_co2,elec_cap,elec_cf,total_onwind,total_offwind,total_solar,total_nuclear,total_h2_storage,demand:H2 for industry,demand:land transport fuel cell,demand:Fischer-Tropsch,demand:H2 Fuel Cell,demand:Haber-Bosch,demand:Sabatier,demand:hydrogen for highT industry,demand:hydrogen for mediumT industry,demand:methanolisation
1987bcab,1987,b,c,a,b,2000,60,max,0.05,2040,37.784044736902416,119.8130894064584,979315796484.6198,-24.74755177565981,1.777586472349193,2092640883.6534002,499999999.9374194,120650058.79036784,700.5120343173144,309721.5151846101,0.7307463387643359,816801.4408564931,530937.8240807861,1850824.118123813,31807.90026549089,4754799.444965337,119923465.49808,32831212.56432,39880000.0,123331652.29359,941264354.20242,0.0,0.0,2111532.6988,0.0
1987bcab,1987,b,c,a,b,2000,60,min,0.05,2045,,,,,,,,,,,,,,,,,,,,,,,,,
1987bcab,1987,b,c,a,b,2000,60,max,0.05,2045,,,,,,,,,,,,,,,,,,,,,,,,,
1987bcab,1987,b,c,a,b,2000,60,min,0.05,2050,,,,,,,,,,,,,,,,,,,,,,,,,
1987bcab,1987,b,c,a,b,2000,60,max,0.05,2050,,,,,,,,,,,,,,,,,,,,,,,,,
1987baab,1987,b,a,a,b,100,50,opt,0.0,2025,5.3702201021574936e-08,1.7894519852195679e-06,971367883186.4814,,58.34496565589965,104.56406270463211,0.0,0.21924925732240966,7.1572607595116935,0.0005242690320290015,0.6634911677931249,353878.5524785693,44064.898802726326,480324.4341613705,99790.10009763447,0.1690178337652912,98096328.70285,32842594.9178,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1987baab,1987,b,a,a,b,100,50,opt,0.0,2030,1.0475467704505661e-07,3.4902668844061222e-06,930110742103.9009,,86.84418666309782,306.991162593639,25000000.000204325,0.2522432036435463,32.15726063505936,0.0010180129196777873,0.6297533301031417,511325.2976715808,92291.69797395298,1031908.2510703772,78601.10009337826,6050.293629897534,98096328.22734,32842594.87287,60000.0,6757898.75581,0.0,0.0,0.0,0.0,0.0
1987baab,1987,b,a,a,b,100,50,opt,0.0,2035,18.280706710416837,209.60088221648257,945119349570.8243,,110.85442757729187,63952240571.51723,75000000.00061052,0.4940943237504382,197.28627108451823,159992.49435382962,0.6820441999766997,736817.0775749445,187098.42297606074,1934846.6970946377,40121.30022427126,204454.38073873252,20745.09467,11401485.73568,19440000.0,65889512.86918,583194906.48168,0.0,0.0,58715.92986,0.0
1987baab,1987,b,a,a,b,100,50,opt,0.0,2040,31.32594161898464,1044.0936341493707,1013386091323.5631,,101.53056970587738,100107224689.03044,125000000.00024852,0.4004305344561092,374.3184064490982,282544.61810522655,0.6542438119368416,774056.9029941859,264302.8454582891,2668069.665985043,31807.900069755255,756577.6036413041,604570.78018,974305.23638,39860000.0,123331652.29359,1212650000.50548,0.0,0.0,42975.10096,0.0
1987baab,1987,b,a,a,b,100,50,opt,0.0,2045,30.03752734519871,965.144442429649,931578283939.3538,,91.96381706229629,88638283194.86765,200000000.0,13552078.393699272,390.27969764671803,284374.60624722013,0.6231434301992568,762053.8742052111,268574.9828569193,2831997.4724228955,31807.90000001861,773242.3191698096,168004.19363,0.0,64200000.0,214563285.49707,926282793.43028,0.0,0.0,0.0,0.0
1987baab,1987,b,a,a,b,100,50,opt,0.0,2050,28.981426751601887,742.658808129532,852876737653.0332,,83.39351198509672,76885937477.44568,275000000.0,57204577.45220406,454.82323283790646,284490.54141559795,0.6008362252100559,733598.41035756,265735.36123622156,2978499.265314351,31807.90000001866,781669.4277583569,191581.6432,0.0,79300000.0,304105444.0116,875380655.40708,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,100,50,opt,0.0,2025,7.215067713860998e-11,2.403920067196342e-09,971288648112.6183,,58.34859407039383,0.1405534302201451,0.0,0.0006018847707428746,7.157260035019112,7.063192819412397e-07,0.6616626414106064,353867.8781550248,44063.020629285,479843.8072752546,99790.10000010904,0.00023236545506583273,98096328.00152,32842594.95029,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,100,50,opt,0.0,2030,4.846123836146138e-08,1.6146183125715117e-06,921590664890.2147,,79.2133727200633,128.92899428062137,100000000.00044844,0.2503905279383534,107.15726056842287,0.0004593096155371327,0.6457126735878163,470888.1807959622,75671.06387279753,1010262.8001212557,78601.10006150423,5907.1031680854085,98096328.3039,32842594.91879,60000.0,6757898.75581,0.0,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,100,50,opt,0.0,2035,3.204091707312696,106.79237673618603,875823529691.976,,103.99250660876211,9563832363.045395,300000000.0003835,0.6565501122947047,307.15726056662106,30625.671565158224,0.6245086606618531,682814.7437429402,154269.87812952767,1413415.9943500976,40121.300065548225,298459.4605802016,15311090.53309,32842594.83272,19440000.0,65889512.86918,0.0,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,100,50,opt,0.0,2040,16.194340887202166,319.4025794437038,890037527177.2163,,99.36818272762365,48977747065.88505,500000000.0008272,115961180.00112711,595.717259926379,148931.3598342885,0.6362977593601146,716710.3234113082,244669.92687940804,2274743.0645825397,31807.900174496954,1051842.4159925147,3485234.67479,23485508.51606,39860000.0,123331652.29359,441037262.32318,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,100,50,opt,0.0,2045,13.372421711981715,119.00874969766737,824088545473.194,,64.25877570827697,25545647148.665527,633012127.912809,137766180.1014495,679.092103783911,148931.35655268983,0.5247129990626818,667937.1681310602,236617.2265005696,2272663.4809003565,31807.900009530837,1714638.8645377615,240412507.90373,32842594.93096,64200000.0,214563285.49707,189476031.28088,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,100,50,opt,0.0,2050,11.379057354097107,229.04341270838947,761747077014.4933,,64.16840671153801,21944101108.809204,682835475.2078995,134880796.57395226,718.3852509329378,148931.35649925278,0.44630570816186377,624778.039406415,224848.02578771257,2289989.574394903,31807.900000018635,1775695.8051504153,226971535.17994,32842594.95095,79300000.0,304105444.0116,138214949.21238,0.0,0.0,0.0,0.0
1987baab,1987,b,a,a,b,200,50,opt,0.0,2025,2.305441841843473e-08,7.683426500117272e-07,972999153045.8171,,58.67368163288441,45.216189483584586,0.0,0.09312674829411036,7.157260377300979,0.00022883965161336165,0.6525595628439711,350904.13939138135,45851.80872125829,486775.98679630586,99790.10005212882,0.08031348068158342,98096328.26522,32842594.93515,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1987baab,1987,b,a,a,b,200,50,opt,0.0,2030,3.869729014373715e-08,1.2897575950195562e-06,933581811051.7098,,87.26992722840171,114.89488170394151,25000000.00002033,0.08594121116196657,32.15726023813785,0.00037284339268040494,0.6351911560913271,496651.98913979734,108388.33827267578,1030475.5666136382,78601.10003573942,6950.45495713711,98096328.06984,32842594.92178,60000.0,6757898.75581,0.0,0.0,0.0,0.0,0.0
1987baab,1987,b,a,a,b,200,50,opt,0.0,2035,12.984077765016913,256.83848808767084,953520246957.6333,,111.01867207017136,45600513890.33531,75000000.00011963,0.1712810646362242,171.20212957646513,117917.08405734756,0.6572847032169897,693283.2156786639,227711.0308058255,1749058.1861787618,40121.300064570074,287535.64158696414,55375.04372,13980301.99483,19440000.0,65889512.86918,453481360.56936,0.0,0.0,109667.69692,0.0
1987baab,1987,b,a,a,b,200,50,opt,0.0,2040,31.495909269852664,1049.7586559641802,1023419291217.793,,104.13901499431923,103630440495.12215,125000000.0,3.8406917153008215e-07,374.7153821468771,285915.6979996869,0.6472948165585373,765822.2444917399,296260.82989206386,2696358.89804114,31807.90000001865,2046551.2110690533,3517758.30891,1670387.29423,39860000.0,123331652.29359,1213844031.4445,0.0,0.0,66848.74485,0.0
1987baab,1987,b,a,a,b,200,50,opt,0.0,2045,29.704725581099485,990.0585036180054,941133880174.5105,,92.89307233035106,89083013471.26498,200000000.0,9442420.064828752,379.9429495506693,287618.2882317105,0.6066222010691668,756264.4651111449,295761.3449222079,2836705.0643655686,31807.900000018657,2046910.007745749,260590.37584,0.0,64200000.0,214563285.49707,875963437.13684,0.0,0.0,0.0,0.0
1987baab,1987,b,a,a,b,200,50,opt,0.0,2050,28.304705394853848,760.4114062640456,864275275865.4257,,83.75002783387767,77283174363.93289,275000000.0,57356989.90132764,453.01685894583215,287669.56582773256,0.5778185994379955,722220.9154545381,291615.36637060635,3015909.3178284834,31807.90000001869,2047257.221397217,270915.90087,0.0,79300000.0,304105444.0116,866587215.6692,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,200,50,opt,0.0,2025,2.363825905942953e-09,7.87713799107182e-08,972919059117.324,,58.67599358385207,4.636259860401298,0.0,0.01955196049649286,7.157260063661278,2.336457003792047e-05,0.6553223195695221,350661.35164412746,45891.67149016123,486567.1141973322,99790.10000476764,0.006757426530075955,98096328.02717,32842594.94819,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,200,50,opt,0.0,2030,1.021515094866869e-08,3.4043940239116294e-07,924886575537.6777,,80.15749805402076,27.579321108449793,99999999.99969257,0.05079749522937697,107.15726012126598,9.744747896731984e-05,0.641541153362911,469420.0016090248,86456.04600530551,1007708.333775345,78601.10001226919,6932.979214907686,98096328.05666,32842594.94408,60000.0,6757898.75581,0.0,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,200,50,opt,0.0,2035,3.2087620428329076,106.94803888758335,881038369905.6582,,105.72747141536185,10013133453.122217,299999999.9999046,0.10978378311515631,307.1572601340003,30016.61600405772,0.6381090889445707,634672.9199085124,199755.94030369123,1402475.0774667873,40121.30001348117,163583.9814795922,15132320.1889,32842594.92218,19440000.0,65889512.86918,0.0,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,200,50,opt,0.0,2040,14.497137649727438,384.201827308524,899603977410.6664,,99.87841740257657,45414929807.99668,500000000.0002564,111839912.29790744,594.9357876240243,136040.2757883222,0.623730475084884,719879.9786465806,264957.2763121298,2227288.873398676,31807.900167771702,552073.9347370961,113554.88484,11772560.90071,39860000.0,123331652.29359,449658916.44943,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,200,50,opt,0.0,2045,11.841357321329534,117.64387180460838,830210118531.8857,,64.32143870808004,22741783114.494194,646830857.5657923,136490892.81779274,683.4063367318246,136040.26786887192,0.5090236067624293,670682.755385976,256904.5757995981,2225209.290237047,31807.900000500646,1704739.6841391458,241979933.07399,32842594.94978,64200000.0,214563285.49707,143208080.16556,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,200,50,opt,0.0,2050,9.66744094371071,227.95111410771253,767629840059.1511,,64.06529766450156,18838887855.055748,700753141.3166921,121179258.26053089,725.0119393422962,136040.26786585886,0.41549730008985414,626641.7080570431,243236.51168252324,2198561.0346784587,31807.900000018763,1858467.2191667932,228225930.89296,32842594.95095,79300000.0,304105444.0116,83250397.06431,0.0,0.0,0.0,0.0
1987baab,1987,b,a,a,b,500,50,opt,0.0,2025,4.940917717382678e-08,1.6467071585479297e-06,975007497768.4421,,59.279255045927385,97.98947540548023,0.0,0.1810481858332398,7.157260720446302,0.00047261661658283153,0.6771671782234041,356585.95449799416,57030.595587767646,418146.3131016261,99790.1000903556,0.16772303541845698,98096328.58253,32842594.92161,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1987baab,1987,b,a,a,b,500,50,opt,0.0,2030,6.016985090608549e-08,2.005135430046994e-06,942387054776.502,,88.54715306135537,180.0647917321798,25000000.000033993,0.16736084325396056,32.15726045709452,0.0006467340835301544,0.5693817280938205,528580.0729781613,188823.50938920153,740223.031260154,78601.10007032203,7186.882361366418,98096328.29705,32842594.89068,60000.0,6757898.75581,0.0,0.0,0.0,0.0,0.0
1987baab,1987,b,a,a,b,500,50,opt,0.0,2035,8.231373769780644,274.3516877704231,970309983500.9143,,116.4803059183872,30763003444.413025,75000000.0001141,0.3997898222391134,141.75229156678904,73293.4557722244,0.6703880618223412,734869.7416513697,344098.74853099964,1268585.4393484914,40121.30023302133,1065845.71276053,538037.95746,11315105.32501,19440000.0,65889512.86918,312946774.83448,0.0,0.0,4656.10527,0.0
1987baab,1987,b,a,a,b,500,50,opt,0.0,2040,30.598210524010153,1019.8383567648525,1051387818209.5237,,111.91044332509834,109400945765.17958,125000000.00010923,0.7045416830767055,374.82059293353717,281150.9619124754,0.6372545186346531,925517.874251958,453534.6919779633,1996466.2340209144,31807.900158038912,5763094.187126434,4959743.66361,2266171.74624,39860000.0,123331652.29359,1213724150.10103,0.0,0.0,852246.45326,0.0
1987baab,1987,b,a,a,b,500,50,opt,0.0,2045,27.639407848677173,921.2214635956185,968585247949.7162,,93.25882108701654,83362071811.57466,200000000.00024503,892960.0040273524,360.00683989436226,281150.9465652042,0.5752685052285607,892912.9217958462,448729.48939588404,2027851.312434321,31807.90008636213,5769895.177773842,246965.31754,0.0,64200000.0,214563285.49707,778914326.1103,0.0,0.0,137970.15738,0.0
1987baab,1987,b,a,a,b,500,50,opt,0.0,2050,25.61593009043509,853.3986692766698,890356675801.7146,,83.70680092177143,70616048622.51003,275000000.0001002,59050967.46979807,453.38224106786674,281150.94594067155,0.532999167428473,869395.9379088022,442162.65379662236,2161855.814347404,31807.900021176523,5771364.1022129115,150371.15549,0.0,79300000.0,304105444.0116,868365897.96464,0.0,0.0,27014.10831,0.0
1987bcab,1987,b,c,a,b,500,50,opt,0.0,2025,5.068185017858494e-08,1.6890699039051911e-06,974925010360.0312,,59.26968876990817,100.42599862268496,0.0,0.4003567862739821,7.157260788593526,0.000486259363846986,0.6751212041230511,356567.12989338837,56863.16216661206,418106.850649768,99790.10009390455,0.1669065530945873,98096328.60122,32842594.91816,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,500,50,opt,0.0,2030,8.086765700699766e-08,2.6947881896669e-06,933030866228.4744,,82.39647561610566,225.12686489746008,99999999.99989092,0.40320671968327626,107.15726079592477,0.0008917105796147465,0.5550106045130354,516526.039062541,154248.3292243096,720759.7979830522,78601.10009411008,6780.555726177932,98096328.49486,32842594.88827,60000.0,6757898.75581,0.0,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,500,50,opt,0.0,2035,3.089887461641198,102.98594913433514,894122351418.2468,,111.38990505889869,10600557714.786905,300000000.00019294,0.9811500067595285,307.157260580009,28658.97533347064,0.6435779435846438,658865.8920666114,296296.71193460707,1162392.2907354683,40121.300176223645,374815.11653507967,19682399.08327,32842594.43344,19440000.0,65889512.86918,0.0,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,500,50,opt,0.0,2040,8.995547133059338,299.82158594211216,920225766318.0466,,105.9282914525347,29659013136.68242,500000000.0002774,77816641.13964511,539.4554952820004,82947.33694596651,0.6363333578300712,771130.4822537473,354567.05160438793,1718443.7497312766,31807.900170067744,2146666.6264737705,8889115.39361,9831923.82787,39860000.0,123331652.29359,181639251.97895,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,500,50,opt,0.0,2045,6.354227407371394,137.15104431131238,836409544404.9877,,64.50279095786176,12677605131.115332,701063329.1166453,128382883.61496562,714.3327056080069,82947.33532444354,0.44918428491706924,721932.3413485212,346514.3509369155,1716364.1498278847,31807.90006919541,2160052.9734166632,219577900.90889,32842594.80138,64200000.0,214563285.49707,29753821.99913,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,500,50,opt,0.0,2050,5.7853180595479765,192.82465092184546,772527276897.09,,64.33355743106506,11756740583.296928,776416285.434561,120147042.12442687,787.8399622870404,82947.3351979649,0.4088195007520026,673756.7686716788,332846.6187587403,1690601.4406723822,31807.900039654123,2179760.100998965,268565164.33545,32842594.83086,79300000.0,304105444.0116,20768944.43001,0.0,0.0,0.0,0.0
1987baab,1987,b,a,a,b,750,50,opt,0.0,2025,2.6094465553067226e-08,8.695503881276793e-07,976769332582.5654,,59.234307949435696,51.76100666743045,0.0,0.10220622961178574,7.15726039326162,0.0002592863437096295,0.6518775551680891,352289.74975696986,61962.15323094316,402363.7875804404,99790.10005520072,0.07420233117991944,98096328.35999,32842594.93325,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1987baab,1987,b,a,a,b,750,50,opt,0.0,2030,1.0069871170921137e-07,3.355010769604508e-06,945827728439.1232,,89.27581251089553,303.2789989060367,25000000.000031,0.2559450503578989,32.157260619912414,0.001101176471529323,0.5596510606403626,515906.2505445054,217016.1903587628,674516.3596864122,78601.10013890799,7643.432224469063,98096328.54094,32842594.85365,60000.0,6757898.75581,0.0,0.0,0.0,0.0,0.0
1987baab,1987,b,a,a,b,750,50,opt,0.0,2035,8.80463089867778,293.45834784785654,978231139330.5448,,117.58441807357723,33184126331.805775,75000000.00006816,0.34575312535387454,149.67963791597535,78844.6593091791,0.6665888146830817,755014.2798600399,358255.890395107,1131263.8787350203,40121.3002019518,1150492.7967993706,514030.18069,11705648.87185,19440000.0,65889512.86918,351122833.89836,0.0,0.0,0.0,0.0
1987baab,1987,b,a,a,b,750,50,opt,0.0,2040,31.082503554539286,1035.979843473209,1060795099899.9019,,111.85294461312944,110978451008.249,125000000.00006893,0.9755734562941665,374.64822711447897,285900.43649065244,0.6368324817526158,943561.1700572981,464511.2740398153,1886015.5103331497,31807.90024091158,5764515.593844543,3923761.31105,1706130.28847,39860000.0,123331652.29359,1213479200.73384,0.0,0.0,56153.36262,0.0
1987baab,1987,b,a,a,b,750,50,opt,0.0,2045,28.191880840687887,939.63538841959,977322565749.5625,,93.15886045364104,84872057828.62552,200000000.0002661,1082667.6621177676,360.1281670936503,285900.43308006757,0.577229329287247,909001.1751068847,459597.3432648552,1928637.8281171191,31807.900100767496,5769853.384951859,248913.672,0.0,64200000.0,214563285.49707,779504947.61232,0.0,0.0,3458.527,0.0
1987baab,1987,b,a,a,b,750,50,opt,0.0,2050,26.014603201317914,867.0667246180246,899454767135.8992,,84.17250433089842,72150188887.33884,275000000.0000296,60496922.44551154,458.9400429329795,285900.4331729504,0.5324813837575308,885499.838041808,454058.8068864705,2053026.9416663975,31807.90012152861,5777988.579069286,382582.8612,0.0,79300000.0,304105444.0116,895421312.31755,0.0,0.0,7351.35862,0.0
1987bcab,1987,b,c,a,b,750,50,opt,0.0,2025,2.0936374727475256e-08,6.974429099584214e-07,976686968354.1309,,59.22527580091597,41.507958203754285,0.0,0.183534175042779,7.157260375759358,0.00021719991967137606,0.624365773508538,352163.4464165112,61896.97763959998,402222.6695925951,99790.1000455412,0.05791644942457171,98096328.29626,32842594.93606,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,750,50,opt,0.0,2030,1.2815668888417217e-08,4.271392425187499e-07,936004956204.8848,,83.17228573243905,36.04218133601733,100000000.00001305,0.07612866849669389,107.15726016370651,0.00014853185079222495,0.5280463265635922,500197.9780398873,182975.71897616872,666421.2513984891,78601.10002104852,7351.0676277387865,98096328.10612,32842594.93832,60000.0,6757898.75581,0.0,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,750,50,opt,0.0,2035,3.349518298201832,111.63944488168855,900546318612.1128,,113.45258937762783,11658103727.233994,300000000.00012004,1.0004214552912094,307.1572601628811,30943.99208686148,0.6461378193804327,672136.2980026412,311820.20821251394,1047169.5416690916,40121.30020447815,588418.8322370097,9744730.39285,32842593.36843,19440000.0,65889512.86918,0.0,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,750,50,opt,0.0,2040,9.445180180521428,314.80785541686794,928795554500.397,,106.23198046635528,31395240375.153465,500000000.00108385,81531854.88439062,545.4961069875691,86304.41784032628,0.6424138170489235,788760.3475127289,372100.0367103692,1565811.3757806881,31807.900153787592,2091840.8801837172,7074154.72924,9361546.40484,39860000.0,123331652.29359,211543995.7746,0.0,0.0,24275.45153,0.0
