scenario,year,B,C,I,T,seg,clusters,sense,slack,horizon,h2prod,imports,system_cost,obj_bound_dual,h2price,h2value,co2seq,dac,captured_co2,elec_cap,elec_cf,total_onwind,total_offwind,total_solar,total_nuclear,total_h2_storage,demand:H2 for industry,demand:land transport fuel cell,demand:Fischer-Tropsch,demand:H2 Fuel Cell,demand:Haber-Bosch,demand:Sabatier,demand:hydrogen for highT industry,demand:hydrogen for mediumT industry,demand:methanolisation
1987baab,1987,b,a,a,b,1000,50,opt,0.0,2025,4.020786824364731e-08,1.3398250645472118e-06,978937269961.8997,,59.37560893455558,79.95316318703696,0.0,0.1492526721958278,7.157260585384081,0.0003942817353379797,0.6605438510364795,355645.3349990534,59991.03159375298,402891.3967437944,99790.10007490465,0.20631794607875417,98096328.50008,32842594.92362,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1987baab,1987,b,a,a,b,1000,50,opt,0.0,2030,4.869545929117617e-08,1.6228101855306705e-06,948110128767.019,,90.13733449168936,148.05434954715892,25000000.00001183,0.13260126368750835,32.15726033638249,0.0005206940174436697,0.5723427932487327,518957.59229125315,215349.339132965,684639.7651754403,78601.10005974122,8486.434008043683,98096328.27835,32842594.90521,60000.0,6757898.75581,0.0,0.0,0.0,0.0,0.0
1987baab,1987,b,a,a,b,1000,50,opt,0.0,2035,8.980687709214182,299.326321347891,982010313655.1967,,117.68528598514247,33898912998.162903,75000000.00005047,0.3876682691846728,152.10177137793184,80234.93382660642,0.6681365716019461,755683.6257369161,359562.97314146603,1133585.5968746026,40121.300247070045,1189303.4016724569,514387.69905,11763700.62096,19440000.0,65889512.86918,362852209.80644,0.0,0.0,0.0,0.0
1987baab,1987,b,a,a,b,1000,50,opt,0.0,2040,31.22584005093722,1040.7572488970027,1063807054339.1335,,111.9894501356936,111628878934.92403,125000000.00006968,0.5623346229950196,374.67184604788036,285519.9888950966,0.6407312294970683,934538.9773754167,467710.43136833806,1901712.6748735555,31807.90012428623,5503716.962188396,3719754.71404,1707387.14869,39860000.0,123331652.29359,1213592845.04411,0.0,0.0,33106.33954,0.0
1987baab,1987,b,a,a,b,1000,50,opt,0.0,2045,28.19792748632133,939.8369231184201,979803917971.6307,,93.09720653589234,84617883107.17587,200000000.00086325,824794.607528514,360.48079583435185,285514.7964873972,0.5782346691275745,900065.8341642761,462917.5918530353,1938966.8107874375,31807.900199922435,5510979.489397243,314799.9541,0.0,64200000.0,214563285.49707,781221545.79201,0.0,0.0,3581.28229,0.0
1987baab,1987,b,a,a,b,1000,50,opt,0.0,2050,26.10430686181969,870.0565476956689,901439472961.1621,,84.24465523151706,72380895877.73134,275000000.0009803,60856333.62088956,460.2078635909069,285514.79631879524,0.5351308732054707,872689.2268065809,457725.3410277738,2070102.5451661837,31807.9001621644,5518261.411786722,236182.3595,0.0,79300000.0,304105444.0116,901593070.82264,0.0,0.0,7773.22613,0.0
1987bcab,1987,b,c,a,b,1000,50,opt,0.0,2025,8.632825719869431e-10,2.8770688055722833e-08,978506566384.9877,,59.376449341026344,1.7144036128203015,0.0,0.007719828135225967,7.157260047534257,8.963285000218468e-06,0.6238540992189894,355554.53383692866,59923.00897124543,402806.3483841365,99790.10000177992,0.004296902264104808,98096328.01439,32842594.95097,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,1000,50,opt,0.0,2030,8.252678594660622e-07,2.7503245668799296e-05,938372732977.6488,,83.48554386464373,2325.419902732398,100000000.00072266,3.928247240973895,107.1572680287768,0.00866263197165445,0.5830360487527536,504303.88703840383,179620.0229780159,677644.8640386614,78601.10090181792,8436.316973806903,98096333.06757,32842594.33968,60000.0,6757898.75581,0.0,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,1000,50,opt,0.0,2035,3.370257347361922,112.3306774201594,903057760612.9285,,113.92936094222861,11774355359.934055,300000000.0001513,1.771482235383825,307.15726044701853,30839.644797554378,0.6523382514466085,669158.1141011801,313375.582870324,1055581.4460082788,40121.3003570187,582628.3912670763,8950942.09624,32842590.49002,19440000.0,65889512.86918,0.0,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,1000,50,opt,0.0,2040,9.553493885190825,318.4179511995877,931745656353.4712,,106.22055670079551,31801287236.656532,500000000.0002688,82239970.5945077,547.00502832462,87133.05022971069,0.64359319524831,788527.0291053634,375307.00488088385,1557584.3421806644,31807.900151682814,2064402.2586269642,6201922.94806,9448281.32486,39860000.0,123331652.29359,218797420.72218,0.0,0.0,11050.10309,0.0
1987bcab,1987,b,c,a,b,1000,50,opt,0.0,2045,6.726469471720417,165.00946067919153,845266544968.0894,,64.52766719949041,13400379634.94609,697793367.4672221,131262810.2791423,711.5034486859047,87133.04870314362,0.45274148598931696,739296.7716840082,367254.304631892,1555504.7590788943,31807.900125608507,2146941.048668966,187585300.76388,32842594.70747,64200000.0,214563285.49707,31899174.96405,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,1000,50,opt,0.0,2050,5.9393828635076655,197.9596308375946,780927338747.3512,,64.3650274686512,11996629812.62113,783849096.2503135,122895035.41674995,795.5166531446631,87133.04816265775,0.39961610924369134,690277.3060132768,353614.27946937364,1533533.2630051104,31807.900011577178,2306429.331261527,262668151.09225,32842594.90706,79300000.0,304105444.0116,21956154.12411,0.0,0.0,0.0,0.0
1987baab,1987,b,a,a,b,1500,50,opt,0.0,2025,6.031631059647549e-08,2.0100799760841276e-06,979400423356.7083,,59.48815857286608,119.98901692027327,0.0,0.2719922400831191,7.157260875274392,0.0006175884261887998,0.6326053866887573,355419.8770919634,60590.974541560674,400674.7206255129,99790.10013697181,0.3631194279822893,98096328.8928,32842594.90725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1987baab,1987,b,a,a,b,1500,50,opt,0.0,2030,1.1323795647340846e-07,3.7737313917781103e-06,949409169218.439,,90.73337018805188,346.6816628752341,25000000.000020143,0.3286502108200018,32.15726069616164,0.0012063824894321161,0.5744567523795325,518451.8546623986,217999.13877375255,683749.3278034212,78601.1001317367,9131.462885310984,98096328.67866,32842594.84531,60000.0,6757898.75581,0.0,0.0,0.0,0.0,0.0
1987baab,1987,b,a,a,b,1500,50,opt,0.0,2035,9.105457399648149,303.48489483288705,983899956819.5457,,117.82350897517838,34411782337.671425,75000000.01362196,128.63153582147243,153.8321197983614,81613.755270397,0.6659744284693142,758530.9195013982,363812.319143065,1121800.415000102,40121.385699574086,1202687.7946465798,597416.10842,11898554.63789,19440000.0,65889512.86918,371131976.3049,0.0,0.0,3893.16216,0.0
1987baab,1987,b,a,a,b,1500,50,opt,0.0,2040,31.36297051850964,1045.327807381452,1065741678830.0278,,112.20261825006389,112323485611.91122,125000000.00059083,0.39213913145329693,374.661558874934,287187.80146572844,0.6398803095000462,928800.4220320053,473187.60574097786,1900630.0047830467,31807.900116095792,5386860.023390432,3492501.54284,1780594.31847,39860000.0,123331652.29359,1213465103.98961,0.0,0.0,79174.92916,0.0
1987baab,1987,b,a,a,b,1500,50,opt,0.0,2045,28.33438786331429,944.3851474837126,981643820449.8942,,93.0257509669599,84834668025.02022,200000000.00105786,948592.142621732,360.37974638999583,287187.8011873212,0.5777132233525661,895739.6102992244,468216.8027972978,1947157.3977832228,31807.90020023344,5396849.923966347,295896.18057,0.0,64200000.0,214563285.49707,780729636.16965,0.0,0.0,7630.2718,0.0
1987baab,1987,b,a,a,b,1500,50,opt,0.0,2050,26.16310167704395,872.0161789070827,903251374790.83,,84.3700626729689,72650729156.57564,275000000.002173,60807928.69509922,461.0555308248296,287187.801159299,0.5332584307568349,870468.8832501286,463188.432957816,2065661.90585166,31807.90018084178,5404088.202817514,293423.44401,0.0,79300000.0,304105444.0116,905719519.98225,0.0,0.0,18391.07488,0.0
1987bcab,1987,b,c,a,b,1500,50,opt,0.0,2025,2.6108769987851134e-08,8.701867926263352e-07,979260936329.5347,,59.49853150065136,51.99486790379898,0.0,0.2231107562845507,7.1572604449225645,0.00026748203050345803,0.6322503321702366,355191.5544456332,60559.32911898149,400664.98789337894,99790.10005008914,0.15465322623629432,98096328.36591,32842594.92967,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,1500,50,opt,0.0,2030,2.3936718091447147e-08,7.977461725971949e-07,939462341118.2373,,83.94800022277092,67.74994385557514,100000000.00002342,0.1275902276643205,107.1572602690649,0.0002642413369773378,0.5543884670625198,499065.2327295826,184360.13967998172,676926.5574201187,78601.10003636034,9154.95946084679,98096328.19591,32842594.93109,60000.0,6757898.75581,0.0,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,1500,50,opt,0.0,2035,3.395931585077308,113.1863997348917,905265304118.2429,,114.34924257179668,11889466708.814945,300000000.0000578,1.0041011638637007,307.1572598627696,31430.020198882812,0.6449609500403026,673696.625291255,313236.8502006978,1054984.5051518974,40121.3002028399,615779.4491567705,7968212.00568,32842590.86015,19440000.0,65889512.86918,0.0,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,1500,50,opt,0.0,2040,9.637856276319514,321.2297496893655,933587583526.0709,,106.1217894506882,32162806487.995045,500000000.0010841,82759723.9638041,548.1160762870379,88375.52306474748,0.6402127387373859,790040.0237113456,378387.5727381192,1546496.1424145647,31807.90019807456,2046935.4115183193,5919721.07943,9352832.44475,39860000.0,123331652.29359,224307267.41659,0.0,0.0,10710.7987,0.0
1987bcab,1987,b,c,a,b,1500,50,opt,0.0,2045,6.83332840384552,165.4360118914069,846906940318.4021,,64.521214190183,13606219337.664412,698272939.1300447,132043518.18141828,712.1201458108311,88375.52157300455,0.4535102850186311,740844.4376002704,370334.8724460347,1544416.559118134,31807.900197780225,2118809.7252418348,187095452.91768,32842594.50836,64200000.0,214563285.49707,32566702.43049,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,1500,50,opt,0.0,2050,6.004191921135529,200.1197167316308,782535583225.6763,,64.33291466335545,12144368618.125593,783735759.761742,123309210.59633765,795.2169754139742,88375.52096461314,0.39836418581050403,691790.3002478883,356667.795902602,1524892.3369182302,31807.9000857664,2296778.3034130046,260187513.68825,32842594.77936,79300000.0,304105444.0116,21049043.38049,0.0,0.0,0.0,0.0
1987baab,1987,b,a,a,b,2000,50,opt,0.0,2025,7.25915032194229e-08,2.4191844018371685e-06,981735404790.4375,,59.4211590903548,144.21874560154905,0.0,0.3388694855174829,7.157261063278229,0.0007538676202798471,0.6237175510416454,357549.05610143463,60675.39862149182,397720.3609764103,99790.10017844813,0.2118965200726036,98096329.11292,32842594.9039,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1987baab,1987,b,a,a,b,2000,50,opt,0.0,2030,4.122927094149783e-07,1.3740993634119082e-05,950370287100.0049,,90.67379556015304,1261.4585736829513,25000000.000053268,0.923801613702306,32.157262444079954,0.00435910973187949,0.5788395453042973,518674.47491095867,218353.1826778451,684421.0398811596,78601.10053273507,9387.1920968734,98096329.91066,32842594.57606,60000.0,6757898.75581,0.0,0.0,0.0,0.0,0.0
1987baab,1987,b,a,a,b,2000,50,opt,0.0,2035,9.09569564557128,303.1595358675999,988052865829.3535,,117.86407309757622,34367490566.80556,75000000.00002742,0.4070028944598093,153.63422868778719,81886.41270573784,0.663045332675333,757794.6698560988,366896.61934904,1117929.2801341242,40121.3002646339,1199019.8006044882,888949.02835,11596290.1902,19440000.0,65889512.86918,370489821.83134,0.0,0.0,0.0,0.0
1987baab,1987,b,a,a,b,2000,50,opt,0.0,2040,31.36094780203488,1045.2603902411945,1066185172394.8281,,112.25633559236653,112356114272.2251,125000000.00082786,0.6789822780409218,374.6644082477403,287988.32180403994,0.6380656644390825,932419.1423838881,476390.62130532705,1883433.378528239,31807.900187908057,5632476.504641752,3592166.93741,1842735.47461,39860000.0,123331652.29359,1213413050.96775,0.0,0.0,82156.68057,0.0
1987baab,1987,b,a,a,b,2000,50,opt,0.0,2045,28.281179086551067,942.611698954685,982074361120.7393,,93.01890361889583,84663640505.39886,200000000.00005484,925262.4488337524,359.82192971379635,287988.3190735998,0.5750358907515202,897581.8452771388,471420.666853123,1931398.1759069697,31807.900016938453,5643019.962809921,253313.93709,0.0,64200000.0,214563285.49707,778014182.80465,0.0,0.0,10251.91421,0.0
1987baab,1987,b,a,a,b,2000,50,opt,0.0,2050,26.13122826020136,870.9538379110024,903761345592.6829,,84.66317921081226,72784924286.2217,275000000.00162363,60597197.577267885,460.5758713658954,287988.3200963281,0.531146702667004,874900.0080698751,466391.5558390689,2050183.6771818856,31807.900174622693,5648684.328259705,259557.04771,0.0,79300000.0,304105444.0116,903384534.9776,0.0,0.0,23254.11133,0.0
1987bcab,1987,b,c,a,b,2000,50,opt,0.0,2025,7.515456060268933e-08,2.5047223350799283e-06,982853691214.2717,,59.42343506229759,149.4690248766483,0.0,0.678008689925613,7.157261212892923,0.0007755199306152719,0.6277108590775556,357427.28926640464,60638.78362900956,397626.5907456012,99790.1001622934,0.21975006600166863,98096329.17274,32842594.89623,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,2000,50,opt,0.0,2030,1.2104385014874226e-07,4.0341300999871255e-06,941168639144.3855,,83.987949704025,342.1178056508244,100000000.00005111,0.5723781442055598,107.15726120996396,0.0012990898066891129,0.5702350318384464,501417.7656034607,182862.5693414953,678584.6765465084,78601.10019757578,9356.010092000375,98096328.90188,32842594.84847,60000.0,6757898.75581,0.0,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,2000,50,opt,0.0,2035,3.3951544600422894,113.16049815976847,907968104739.1716,,114.34382069374846,11884578303.569664,300000000.0000546,1.1202717143828567,307.15725945150166,31461.36787525469,0.6441708739626012,674822.1395294854,314229.23429962364,1052701.4841257972,40121.30024163198,623702.126741133,7997967.91341,32842588.4573,19440000.0,65889512.86918,0.0,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,2000,50,opt,0.0,2040,9.639008668127147,321.2681589054326,933966049763.3676,,106.16476333285647,32200000993.748142,500000000.0017067,82690179.29405533,548.0937876013845,88766.60049718774,0.6374699192229489,789937.1563329162,381107.5416799496,1535979.6550177168,31807.900216508137,2025423.8566373792,5740546.5323,9140506.86775,39860000.0,123331652.29359,224424014.95687,0.0,0.0,10793.84061,0.0
1987bcab,1987,b,c,a,b,2000,50,opt,0.0,2045,6.835974290948255,167.67382913580383,847393973118.3274,,64.52830377093616,13607089054.3198,698313073.3951027,132076009.43910411,712.2009571005573,88756.74863502203,0.45174509106251454,740741.2882740541,373054.8415994315,1533900.0717290482,31807.90012715989,2117661.248245643,184525538.75933,32842594.7615,64200000.0,214563285.49707,32764718.60595,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,2000,50,opt,0.0,2050,6.0668654677191265,202.20862603551686,783297902264.7207,,64.33878092434063,12274893717.74045,783198023.8199677,123279718.57536127,794.7301843977754,88756.77608011357,0.40080691255376216,691687.4338965976,359387.67867930187,1518271.709411128,31807.905609887086,2295253.8715339173,257789014.58832,32842587.51482,79300000.0,304105444.0116,21297014.03353,0.0,0.0,0.0,0.0
1987baab,1987,b,a,a,b,100,60,opt,0.0,2025,3.123582329865504e-08,1.0408526175682467e-06,976835844617.5314,,58.04819092079686,60.382879962411614,0.0,0.12206520209651016,7.154780341288824,0.00030733014106031043,0.6583321541817139,369502.8126245738,43506.34908526027,494205.1805018744,99790.10005756028,0.08186064889835712,98096328.42272,32831214.48126,0.0,0.0,0.0,0.0,0.0,460000.53848,0.0
1987baab,1987,b,a,a,b,100,60,opt,0.0,2030,6.525177624101265e-08,2.1742984869727554e-06,930094928524.6112,,86.13408213017017,189.4452179590918,25000000.000114854,0.1731063215188734,32.15478033047791,0.0006476008092932301,0.616645115215084,542341.9946142316,71494.63593633907,1039734.0307503097,76584.00006801826,5332.311914268261,98096328.26524,32831214.45953,80000.0,6757898.75581,0.0,0.0,0.0,0.0,0.0
1987baab,1987,b,a,a,b,100,60,opt,0.0,2035,18.447030400157473,209.0849960769389,946146027301.6139,,110.67050184120316,63912278932.50108,75000000.00041711,0.41245258507118926,198.24616838002143,158482.6273073653,0.6948066229902503,727708.7804226311,186045.26263284683,1912088.0718454523,40121.300146357324,102966.50637541579,11696.32801,10967108.64424,19450000.0,65889512.86918,588328509.12387,0.0,0.0,179884.15,0.0
1987baab,1987,b,a,a,b,100,60,opt,0.0,2040,31.13615196897017,1037.767945133095,1012779087353.3699,,102.18611453070214,100368831562.22496,125000000.00018096,0.6253232328783036,374.3898500613223,276324.0102578233,0.6651545528569597,796573.1238205,262948.10958635743,2562440.8211541437,31807.900128675774,332812.89865108306,310900.04782,447180.72416,39880000.0,123331652.29359,1213556996.43308,0.0,0.0,676161.91529,0.0
1987baab,1987,b,a,a,b,100,60,opt,0.0,2045,30.052054156010954,956.8160128393672,929207736183.8221,,91.9894784997114,88888048610.53079,200000000.0,14648662.380555496,392.37477396696954,277932.56725726294,0.6380806641038206,778998.2316349989,268242.3937070351,2744900.072738698,31807.90000001865,347740.0326557765,164728.86951,0.0,64210000.0,214563285.49707,936481638.44798,0.0,0.0,1401.38744,0.0
1987baab,1987,b,a,a,b,100,60,opt,0.0,2050,28.975747085079547,728.2546202530713,852075231891.8223,,83.26560151381233,76212154449.55356,275000000.0,55058030.492254786,453.7216472257228,277932.5672572581,0.6151598181766642,747097.1653189173,268687.21835309704,2906115.0013583545,31807.90000001863,447778.03318627825,391495.24091,0.0,79300000.0,304105444.0116,870018129.55321,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,100,60,opt,0.0,2025,2.069902844054261e-08,6.897352595532186e-07,976757435375.5481,,58.01495273519974,40.01350419500512,0.0,0.16195079548321717,7.154780271307548,0.00019896567643045028,0.6738590476339146,369268.6547884531,43505.62587500719,494239.42156531813,99790.10003772468,0.06229610852023861,98096328.26007,32831214.49224,0.0,0.0,0.0,0.0,0.0,459999.76601,0.0
1987bcab,1987,b,c,a,b,100,60,opt,0.0,2030,8.585091717663857e-08,2.8605859790706026e-06,922025204205.4133,,77.77173337867933,224.2755276398628,100000000.00061247,0.4592812981638553,107.15478072927439,0.000827984817694493,0.6345603118193933,485038.84175696573,57873.098172303886,1053674.2433187026,76584.00010901409,5544.707587371254,98096328.6244,32831214.46398,80000.0,6757898.75581,0.0,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,100,60,opt,0.0,2035,3.213385097579608,107.10212554199991,877786155072.7864,,103.55229636509598,9541017569.575363,300000000.0002292,0.8596734536982542,307.1547806505558,30738.31302670692,0.6240248645086505,676933.8609353112,153357.23534453916,1409683.3475233437,40121.300069455094,186681.88261114908,14955379.42079,32831214.33876,19450000.0,65889512.86918,0.0,0.0,0.0,1339.11718,0.0
1987bcab,1987,b,c,a,b,100,60,opt,0.0,2040,16.437206268617917,310.601016181391,890552661971.1843,,99.21680296547837,49561661239.297424,500000000.0003759,116786803.6191976,596.924383817681,146785.9358894552,0.6552310030391564,742959.9899489109,237999.0293293676,2202647.084319474,31807.900158648477,886254.7205051983,4305830.29321,28730840.06798,39880000.0,123331652.29359,441348956.03461,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,100,60,opt,0.0,2045,13.009402711967565,91.76321587517097,822605961712.2495,,64.24571822338173,24807797234.983574,649533280.3859298,138027697.07140723,692.3658384296542,146785.92379783143,0.5178935655249421,693763.0535366351,229946.2925703997,2200598.5097848773,31807.900000018595,1498032.2747459374,271701278.31302,32831214.50257,64210000.0,214563285.49707,173679653.56497,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,100,60,opt,0.0,2050,11.46981882211411,206.5917861271886,762441082156.4564,,64.17990822703236,22107366153.855766,680319690.7979186,128258575.8367614,714.7853504268526,146785.92379783167,0.45651596028443164,653306.5753813597,218638.662317028,2233026.8319815877,31807.900000018642,1725550.8580955572,252754983.1458,32831214.50257,79300000.0,304105444.0116,132949538.20436,0.0,0.0,0.0,0.0
1987baab,1987,b,a,a,b,200,60,opt,0.0,2025,1.292791958202304e-13,4.307335514341117e-12,978549815467.7589,,58.04632422890224,0.0002504421089377965,0.0,4.978211768338417e-07,7.154779936866453,1.2818909815307157e-09,0.653243075858923,366136.91843545646,45361.39991913224,493678.8910496002,99790.09999998596,2.475292033337979e-07,98096327.99997,32831214.50257,0.0,0.0,0.0,0.0,0.0,418721.53727,0.0
1987baab,1987,b,a,a,b,200,60,opt,0.0,2030,3.6122579151375345e-09,1.2038380332979093e-07,934114865111.4363,,86.55221275364535,10.647117375153252,25000000.00000387,0.010734881239147965,32.154779957534295,3.74945986325281e-05,0.5896039474626633,524035.3769587092,92072.17406094607,1029969.756697469,76584.00000459689,6886.8218566091045,98096328.01242,32831214.4999,80000.0,6757898.75581,0.0,0.0,0.0,0.0,0.0
1987baab,1987,b,a,a,b,200,60,opt,0.0,2035,14.409512468989865,208.06601344973276,955085012078.867,,110.93267475583976,50563408984.01729,75000000.00007375,0.10650303242712798,171.23313236977359,126842.94269592523,0.6781130880076236,706226.5952097065,212657.51459444972,1782462.6974638489,40121.30004377701,221643.64261433555,30122.4518,15503577.60585,19450000.0,65889512.86918,452016291.52284,0.0,0.0,152218.69897,0.0
1987baab,1987,b,a,a,b,200,60,opt,0.0,2040,31.430556208154982,1047.5804384178048,1024161710911.2683,,104.29227616606256,103640794390.49026,125000000.0,2.5450197209178895e-07,374.717834124173,281377.3874682154,0.6570795741745262,760927.6977014863,317181.0043056555,2562785.2180323834,31807.90000001863,1531207.931780658,4094401.3948,1439798.02577,39880000.0,123331652.29359,1214100591.96975,0.0,0.0,56213.75395,0.0
1987baab,1987,b,a,a,b,200,60,opt,0.0,2045,29.85261709352401,994.9877277944842,940185839803.5685,,92.64138177721944,89541739769.01096,200000000.00000027,12053679.01005223,385.33942535234445,282990.25336507434,0.6202229360343123,737757.741053972,318231.7054147216,2735182.0546016498,31807.900000269845,1536823.8533123066,67896.52382,0.0,64210000.0,214563285.49707,902233516.08607,0.0,0.0,2096.96167,0.0
1987baab,1987,b,a,a,b,200,60,opt,0.0,2050,28.443001747230994,757.2564683003498,864497085292.6306,,83.69575242821702,77554140763.14005,275000000.0,57711266.76023539,453.373493284615,283480.74430565967,0.5897708638201313,706337.3596232958,314226.60058267927,2899998.171875232,31807.90000001869,1538535.7476053638,109594.1763,0.0,79300000.0,304105444.0116,868323313.92653,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,200,60,opt,0.0,2025,5.4615973632634686e-08,1.820512018463896e-06,978471478734.2162,,58.010466369616594,105.58632529567583,0.0,0.4869216749407661,7.154780465900454,0.0005396726638110099,0.6555208734683831,365942.94391900505,45361.401322194695,493625.28704197315,99790.10011287863,0.10419046043338988,98096328.67355,32831214.4847,0.0,0.0,0.0,0.0,0.0,459963.53252,0.0
1987bcab,1987,b,c,a,b,200,60,opt,0.0,2030,8.835802983173682e-08,2.944431523032305e-06,925732529740.5627,,78.6454475783901,234.95648431105886,99999999.99920666,0.47210149702338594,107.15478108711218,0.0008863651581913043,0.6100756446959797,476568.29409833706,76412.16788399531,1031934.1354454496,76584.00012030933,6934.538164997802,98096328.55485,32831214.4469,80000.0,6757898.75581,0.0,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,200,60,opt,0.0,2035,3.231457773898599,107.70448760322742,883627090041.1206,,103.39722249297817,9923715205.395746,299999999.997074,1.4136179403228581,307.1547809682326,30823.607479891252,0.6257979960155908,644437.599875431,184315.5225104543,1409005.536635809,40121.300148142676,195159.58447882268,14263635.82536,32831214.29022,19450000.0,65889512.86918,0.0,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,200,60,opt,0.0,2040,14.600665562117701,381.0207024003265,900159390461.4115,,99.8481895085737,45884875078.66132,500000000.000437,112782474.88504408,595.068426822821,133984.89452386458,0.6378644217620738,733391.7934926637,263023.44630990585,2143750.175217351,31807.900184846858,587938.8928028432,1052030.39604,12306904.77599,39880000.0,123331652.29359,449737737.59721,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,200,60,opt,0.0,2045,11.549057038558841,113.74516677857099,828399244858.6422,,64.36601059917527,22236168321.744247,656238555.7251928,138296232.72220653,689.098132448707,133984.8814531655,0.5039722937291485,684196.2641879757,254970.74608132977,2141680.37401875,31807.900000019403,1397261.6915593855,246457205.89559,32831214.50256,64210000.0,214563285.49707,125131116.2786,0.0,0.0,0.0,0.0
1987bcab,1987,b,c,a,b,200,60,opt,0.0,2050,9.548516400931433,226.9698092039125,767336041289.3602,,64.2518386311206,18704527453.125763,698548643.6936176,123579946.05801673,722.8808534089321,133984.88145316095,0.4166813741178795,642782.9620849912,242663.45262747072,2126031.155496424,31807.900000018635,1755005.5760908558,229352861.44448,32831214.50256,79300000.0,304105444.0116,83619838.77197,0.0,0.0,0.0,0.0
1987baab,1987,b,a,a,b,500,60,opt,0.0,2025,2.833753195013615e-08,9.444544481180583e-07,981454292561.0842,,58.68817664322764,55.66981437554735,0.0,0.10415038914408105,7.154780319999819,0.00027694649056362556,0.6627708849434618,377189.2461287926,48995.97091939815,413319.0008041281,99790.10006073344,0.09594643807486589,98096328.34231,32831214.49002,0.0,0.0,0.0,0.0,0.0,1052424.08607,0.0
1987baab,1987,b,a,a,b,500,60,opt,0.0,2030,4.657474313326601e-08,1.5521607039407512e-06,944239938229.0609,,86.92111771466405,136.81814770605038,25000000.000022385,0.12140439589105265,32.15478029203225,0.0004956062979071901,0.5751273117890816,558614.0411995588,169418.07780385012,763629.3054892434,76584.0000586623,7623.9875648155485,98096328.23384,32831214.46563,80000.0,6757898.75581,0.0,0.0,0.0,0.0,0.0
1987baab,1987,b,a,a,b,500,60,opt,0.0,2035,8.223235598619032,274.080442499584,973048440117.3224,,116.17431026626485,30558604805.076084,75000000.0000833,0.34342030991946376,141.70882312834817,72695.37732544445,0.6752352193010421,733038.1512621861,337996.4142358573,1251163.4117881362,40121.30017405128,995918.3043197772,221927.77794,11676410.22899,19450000.0,65889512.86918,312351874.48293,0.0,0.0,64630.59462,0.0
1987baab,1987,b,a,a,b,500,60,opt,0.0,2040,30.56555626373374,1018.7499902595949,1051140772852.3147,,112.0885197840393,109691366439.74335,125000000.00098252,0.47656259715414817,374.3558936752388,270913.1956201259,0.6606324901605932,866701.207450819,476956.23198993504,2002348.3638110673,31807.900151243775,4454151.230209192,4127039.76749,1567423.15236,39880000.0,123331652.29359,1212203269.82444,0.0,0.0,5129187.35942,0.0
1987baab,1987,b,a,a,b,500,60,opt,0.0,2045,27.389362138757075,912.8874400842872,965533286848.7593,,93.54718717755931,83246376475.5312,200000000.0000465,648372.5117207378,363.2312801583229,270913.19444047386,0.5916396582521216,834963.3699395467,472203.7977584329,2028135.3319001454,31807.900086043242,4459451.645996458,91234.38853,0.0,64210000.0,214563285.49707,794610922.1897,0.0,0.0,98775.82873,0.0
1987baab,1987,b,a,a,b,500,60,opt,0.0,2050,25.489572373215072,849.567447144389,888749551130.0536,,83.76168826746778,70091644657.20906,275000000.00004363,56482769.75926531,451.7073522941155,270913.19443938084,0.5505041011052408,800750.814972983,467271.655878565,2162200.248011536,31807.90011383571,4462444.065052318,250669.2584,0.0,79300000.0,304105444.0116,860212527.97367,0.0,0.0,60621.78225,0.0
1987bcab,1987,b,c,a,b,500,60,opt,0.0,2025,5.4951170371966725e-08,1.8312051461722113e-06,981383723041.2837,,58.63342598206488,107.7195576892897,0.0,0.39509485437295416,7.154780610078211,0.0005156891530149071,0.6902178957824174,378438.0156691844,49027.22259716667,415297.3973026923,99790.10010433769,0.11876121744643525,98096328.59614,32831214.47693,0.0,0.0,0.0,0.0,0.0,1106760.74544,0.0
